system:index,builtup,elevation,ntl,patch_id,.geo,lon,lat,ookla_tests,avg_d_kbps,avg_u_kbps,avg_lat_ms,label_confidence,ntl_quartile,stratum
2133,,,0.1400753552636768,patch_107133,"{""type"":""Point"",""coordinates"":[90.14000000000084,19.51999999999991]}",90.14000000000084,19.51999999999991,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3364,,,0.1255210403123798,patch_088364,"{""type"":""Point"",""coordinates"":[85.76000000000067,17.239999999999934]}",85.76000000000067,17.239999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4865,,,0.1394630750669041,patch_019865,"{""type"":""Point"",""coordinates"":[79.10000000000042,8.899999999999984]}",79.10000000000042,8.899999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1431,,,0.1285296933384537,patch_081431,"{""type"":""Point"",""coordinates"":[83.06000000000057,16.39999999999993]}",83.06000000000057,16.39999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3759,,,0.1128154852533499,patch_003759,"{""type"":""Point"",""coordinates"":[86.90000000000072,6.919999999999998]}",86.90000000000072,6.919999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2392,,,0.1245304847290026,patch_067392,"{""type"":""Point"",""coordinates"":[96.80000000000109,14.659999999999947]}",96.80000000000109,14.659999999999947,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1268,,,0.1127247921707903,patch_021268,"{""type"":""Point"",""coordinates"":[74.72000000000025,9.079999999999984]}",74.72000000000025,9.079999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
491,,,0.1425034538769606,patch_045491,"{""type"":""Point"",""coordinates"":[81.62000000000052,12.019999999999968]}",81.62000000000052,12.019999999999968,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1305,,,0.1525455788659858,patch_076305,"{""type"":""Point"",""coordinates"":[70.7000000000001,15.79999999999994]}",70.7000000000001,15.79999999999994,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4108,,,0.1349678029953686,patch_109108,"{""type"":""Point"",""coordinates"":[90.56000000000085,19.759999999999913]}",90.56000000000085,19.759999999999913,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1043,,,0.0838703147210076,patch_026043,"{""type"":""Point"",""coordinates"":[95.54000000000104,9.61999999999998]}",95.54000000000104,9.61999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
432,,,0.0858013508723281,patch_090432,"{""type"":""Point"",""coordinates"":[91.76000000000091,17.479999999999926]}",91.76000000000091,17.479999999999926,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
576,,,0.1207220407016817,patch_040576,"{""type"":""Point"",""coordinates"":[81.92000000000053,11.419999999999968]}",81.92000000000053,11.419999999999968,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2450,,,0.1302821649230018,patch_097450,"{""type"":""Point"",""coordinates"":[70.04000000000008,18.379999999999924]}",70.04000000000008,18.379999999999924,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3147,,,0.1396686480707771,patch_118147,"{""type"":""Point"",""coordinates"":[72.02000000000015,20.899999999999903]}",72.02000000000015,20.899999999999903,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3505,,,0.1101102456909779,patch_048505,"{""type"":""Point"",""coordinates"":[85.34000000000066,12.379999999999962]}",85.34000000000066,12.379999999999962,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3035,,,0.0805943083221548,patch_083035,"{""type"":""Point"",""coordinates"":[90.74000000000088,16.579999999999934]}",90.74000000000088,16.579999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4090,,,0.1136108877128368,patch_014090,"{""type"":""Point"",""coordinates"":[86.84000000000071,8.179999999999989]}",86.84000000000071,8.179999999999989,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
9,,,0.123317348557549,patch_020009,"{""type"":""Point"",""coordinates"":[87.74000000000075,8.899999999999986]}",87.74000000000075,8.899999999999986,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2280,,,0.1059674601458061,patch_032280,"{""type"":""Point"",""coordinates"":[86.00000000000068,10.399999999999972]}",86.00000000000068,10.399999999999972,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3565,,,0.0985036928602586,patch_018565,"{""type"":""Point"",""coordinates"":[89.66000000000082,8.719999999999986]}",89.66000000000082,8.719999999999986,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1826,0.0,0.0,0.1288311649409408,patch_126826,"{""type"":""Point"",""coordinates"":[90.92000000000087,21.919999999999902]}",90.92000000000087,21.919999999999902,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1378,,,0.1262635987438882,patch_071378,"{""type"":""Point"",""coordinates"":[70.2800000000001,15.199999999999939]}",70.2800000000001,15.199999999999939,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2611,,,0.0807595005918516,patch_047611,"{""type"":""Point"",""coordinates"":[90.74000000000088,12.259999999999964]}",90.74000000000088,12.259999999999964,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1422,,,0.0579851445641125,patch_031422,"{""type"":""Point"",""coordinates"":[93.56000000000097,10.279999999999974]}",93.56000000000097,10.279999999999974,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1763,,,0.1159866866479126,patch_031763,"{""type"":""Point"",""coordinates"":[84.50000000000063,10.339999999999977]}",84.50000000000063,10.339999999999977,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1323,,,0.1528423426491418,patch_011323,"{""type"":""Point"",""coordinates"":[68.42000000000002,7.879999999999992]}",68.42000000000002,7.879999999999992,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2527,,,0.1526255580365391,patch_002527,"{""type"":""Point"",""coordinates"":[72.02000000000015,6.799999999999999]}",72.02000000000015,6.799999999999999,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1510,,,0.0806925596098042,patch_056510,"{""type"":""Point"",""coordinates"":[93.32000000000096,13.339999999999955]}",93.32000000000096,13.339999999999955,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1096,,,0.0971811587422779,patch_021096,"{""type"":""Point"",""coordinates"":[93.920000000001,9.019999999999985]}",93.920000000001,9.019999999999985,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
10,,,0.0460349552326203,patch_060010,"{""type"":""Point"",""coordinates"":[96.68000000000109,13.759999999999952]}",96.68000000000109,13.759999999999952,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
638,,,0.1305096827150429,patch_105638,"{""type"":""Point"",""coordinates"":[89.0000000000008,19.339999999999918]}",89.0000000000008,19.339999999999918,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3433,,,0.087537934118157,patch_003433,"{""type"":""Point"",""coordinates"":[96.86000000000111,6.859999999999998]}",96.86000000000111,6.859999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3086,,,0.1379676432701059,patch_108086,"{""type"":""Point"",""coordinates"":[88.28000000000077,19.639999999999915]}",88.28000000000077,19.639999999999915,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4076,,,0.0814423670883608,patch_024076,"{""type"":""Point"",""coordinates"":[95.60000000000105,9.379999999999981]}",95.60000000000105,9.379999999999981,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2197,,,0.1334196605431852,patch_102197,"{""type"":""Point"",""coordinates"":[89.1800000000008,18.919999999999924]}",89.1800000000008,18.919999999999924,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4008,,,0.1129644824847082,patch_064008,"{""type"":""Point"",""coordinates"":[70.88000000000011,14.299999999999951]}",70.88000000000011,14.299999999999951,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
691,,,0.0621594852973784,patch_075691,"{""type"":""Point"",""coordinates"":[92.90000000000096,15.679999999999945]}",92.90000000000096,15.679999999999945,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
980,,,0.0947369788043805,patch_085980,"{""type"":""Point"",""coordinates"":[90.32000000000085,16.939999999999934]}",90.32000000000085,16.939999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3349,,,0.1377767338915028,patch_028349,"{""type"":""Point"",""coordinates"":[86.3000000000007,9.919999999999977]}",86.3000000000007,9.919999999999977,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3230,,,0.1215906055763769,patch_013230,"{""type"":""Point"",""coordinates"":[94.280000000001,8.05999999999999]}",94.280000000001,8.05999999999999,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4483,,,0.1210863188907014,patch_049483,"{""type"":""Point"",""coordinates"":[84.98000000000064,12.499999999999963]}",84.98000000000064,12.499999999999963,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2337,,,0.1498183367899825,patch_012337,"{""type"":""Point"",""coordinates"":[70.22000000000008,7.999999999999989]}",70.22000000000008,7.999999999999989,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2457,0.0,,0.1429130764790772,patch_037457,"{""type"":""Point"",""coordinates"":[71.90000000000015,11.05999999999997]}",71.90000000000015,11.05999999999997,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2336,,,0.1219059795465387,patch_027336,"{""type"":""Point"",""coordinates"":[84.56000000000063,9.79999999999998]}",84.56000000000063,9.79999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1184,,,0.0994524798407078,patch_016184,"{""type"":""Point"",""coordinates"":[94.400000000001,8.419999999999987]}",94.400000000001,8.419999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2182,,,0.0888987130485815,patch_017182,"{""type"":""Point"",""coordinates"":[95.24000000000103,8.539999999999987]}",95.24000000000103,8.539999999999987,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
382,,,0.1236778155629926,patch_085382,"{""type"":""Point"",""coordinates"":[83.9600000000006,16.87999999999993]}",83.9600000000006,16.87999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
524,0.0,64.70012019230768,0.0987869898097858,patch_090524,"{""type"":""Point"",""coordinates"":[97.28000000000111,17.47999999999993]}",97.28000000000111,17.47999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1518,,,0.1159118638034094,patch_016518,"{""type"":""Point"",""coordinates"":[84.92000000000064,8.479999999999988]}",84.92000000000064,8.479999999999988,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
526,0.3328223083138245,30.612049141270784,0.0893775505816623,patch_090526,"{""type"":""Point"",""coordinates"":[97.40000000000111,17.47999999999993]}",97.40000000000111,17.47999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
348,,,0.1505186951377138,patch_010348,"{""type"":""Point"",""coordinates"":[68.96000000000004,7.75999999999999]}",68.96000000000004,7.75999999999999,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3612,,,0.1056722786475297,patch_083612,"{""type"":""Point"",""coordinates"":[95.84000000000106,16.639999999999933]}",95.84000000000106,16.639999999999933,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2905,,,0.1516376792563543,patch_067905,"{""type"":""Point"",""coordinates"":[68.54000000000002,14.779999999999943]}",68.54000000000002,14.779999999999943,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4019,,,0.1332193018564156,patch_014019,"{""type"":""Point"",""coordinates"":[82.58000000000055,8.179999999999989]}",82.58000000000055,8.179999999999989,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3327,,,0.0760942649202073,patch_008327,"{""type"":""Point"",""coordinates"":[95.30000000000103,7.4599999999999955]}",95.30000000000103,7.4599999999999955,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2182,,,0.1114790797060776,patch_072182,"{""type"":""Point"",""coordinates"":[89.0000000000008,15.259999999999945]}",89.0000000000008,15.259999999999945,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3931,0.0,,0.139011928261704,patch_038931,"{""type"":""Point"",""coordinates"":[71.78000000000014,11.239999999999968]}",71.78000000000014,11.239999999999968,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3860,,,0.0980032210868512,patch_063860,"{""type"":""Point"",""coordinates"":[91.52000000000089,14.239999999999945]}",91.52000000000089,14.239999999999945,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1478,,,0.1220457636524722,patch_116478,"{""type"":""Point"",""coordinates"":[89.96000000000083,20.659999999999908]}",89.96000000000083,20.659999999999908,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4179,,,0.1240755358954172,patch_064179,"{""type"":""Point"",""coordinates"":[81.1400000000005,14.299999999999951]}",81.1400000000005,14.299999999999951,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4410,,,0.1355161369167286,patch_039410,"{""type"":""Point"",""coordinates"":[71.00000000000011,11.299999999999969]}",71.00000000000011,11.299999999999969,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2502,,,0.0887559521647286,patch_022502,"{""type"":""Point"",""coordinates"":[89.72000000000082,9.199999999999983]}",89.72000000000082,9.199999999999983,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3566,,,0.1154562719154956,patch_013566,"{""type"":""Point"",""coordinates"":[84.92000000000064,8.11999999999999]}",84.92000000000064,8.11999999999999,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3412,,,0.1302781963747675,patch_088412,"{""type"":""Point"",""coordinates"":[88.64000000000078,17.239999999999934]}",88.64000000000078,17.239999999999934,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
47,,,0.1492388470214617,patch_030047,"{""type"":""Point"",""coordinates"":[70.10000000000008,10.159999999999975]}",70.10000000000008,10.159999999999975,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2143,,,0.0970258788398599,patch_042143,"{""type"":""Point"",""coordinates"":[87.38000000000073,11.599999999999968]}",87.38000000000073,11.599999999999968,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3383,,,0.150687966740607,patch_008383,"{""type"":""Point"",""coordinates"":[69.14000000000006,7.519999999999993]}",69.14000000000006,7.519999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
238,,,0.1304892835127417,patch_020238,"{""type"":""Point"",""coordinates"":[71.96000000000015,8.959999999999985]}",71.96000000000015,8.959999999999985,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2848,,,0.1520933406437088,patch_022848,"{""type"":""Point"",""coordinates"":[80.9600000000005,9.259999999999982]}",80.9600000000005,9.259999999999982,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
757,,,0.1271733854634129,patch_100757,"{""type"":""Point"",""coordinates"":[91.34000000000088,18.739999999999924]}",91.34000000000088,18.739999999999924,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1533,,,0.1084032696904103,patch_016533,"{""type"":""Point"",""coordinates"":[85.82000000000068,8.479999999999984]}",85.82000000000068,8.479999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3303,0.0,0.0,0.0867844203299066,patch_038303,"{""type"":""Point"",""coordinates"":[93.14000000000095,11.119999999999969]}",93.14000000000095,11.119999999999969,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
880,,,0.1083736302551727,patch_000880,"{""type"":""Point"",""coordinates"":[91.28000000000088,6.560000000000001]}",91.28000000000088,6.560000000000001,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3631,,,0.1106905701883089,patch_048631,"{""type"":""Point"",""coordinates"":[92.90000000000096,12.379999999999962]}",92.90000000000096,12.379999999999962,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1360,,,0.1188886073701219,patch_061360,"{""type"":""Point"",""coordinates"":[89.1200000000008,13.939999999999952]}",89.1200000000008,13.939999999999952,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2637,,,0.1336131387759778,patch_027637,"{""type"":""Point"",""coordinates"":[73.1000000000002,9.859999999999978]}",73.1000000000002,9.859999999999978,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1314,,,0.0746204706100216,patch_066314,"{""type"":""Point"",""coordinates"":[91.16000000000088,14.539999999999944]}",91.16000000000088,14.539999999999944,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
523,,,0.1511866021711463,patch_005523,"{""type"":""Point"",""coordinates"":[74.66000000000025,7.159999999999995]}",74.66000000000025,7.159999999999995,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4077,,,0.1523513800414634,patch_029077,"{""type"":""Point"",""coordinates"":[70.94000000000011,10.03999999999998]}",70.94000000000011,10.03999999999998,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3604,,,0.1139649701476935,patch_108604,"{""type"":""Point"",""coordinates"":[89.84000000000083,19.699999999999914]}",89.84000000000083,19.699999999999914,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
608,,,0.1296864116245811,patch_070608,"{""type"":""Point"",""coordinates"":[83.12000000000059,15.079999999999949]}",83.12000000000059,15.079999999999949,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4144,,,0.0470744251941269,patch_049144,"{""type"":""Point"",""coordinates"":[94.16000000000099,12.439999999999962]}",94.16000000000099,12.439999999999962,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3109,,,0.121593938816525,patch_013109,"{""type"":""Point"",""coordinates"":[87.02000000000072,8.05999999999999]}",87.02000000000072,8.05999999999999,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1492,,,0.1277519965713461,patch_066492,"{""type"":""Point"",""coordinates"":[72.32000000000016,14.599999999999945]}",72.32000000000016,14.599999999999945,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3784,0.0,423.5138663655959,0.1521618601420717,patch_103784,"{""type"":""Point"",""coordinates"":[95.84000000000106,19.099999999999916]}",95.84000000000106,19.099999999999916,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4684,,,0.1420314655979289,patch_099684,"{""type"":""Point"",""coordinates"":[86.00000000000068,18.619999999999923]}",86.00000000000068,18.619999999999923,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4334,,,0.1225671195840058,patch_059334,"{""type"":""Point"",""coordinates"":[85.64000000000067,13.699999999999955]}",85.64000000000067,13.699999999999955,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
30,,,0.1517735401184891,patch_005030,"{""type"":""Point"",""coordinates"":[74.60000000000026,7.099999999999997]}",74.60000000000026,7.099999999999997,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2652,,,0.0780086967567392,patch_047652,"{""type"":""Point"",""coordinates"":[93.20000000000095,12.259999999999964]}",93.20000000000095,12.259999999999964,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
151,,,0.1376729667080128,patch_105151,"{""type"":""Point"",""coordinates"":[89.30000000000081,19.279999999999916]}",89.30000000000081,19.279999999999916,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
797,,,0.1375290471174598,patch_045797,"{""type"":""Point"",""coordinates"":[70.4600000000001,12.079999999999963]}",70.4600000000001,12.079999999999963,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1212,,,0.1483646973444295,patch_081212,"{""type"":""Point"",""coordinates"":[69.92000000000007,16.39999999999993]}",69.92000000000007,16.39999999999993,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2431,,,0.1403359668199034,patch_067431,"{""type"":""Point"",""coordinates"":[69.62000000000006,14.719999999999946]}",69.62000000000006,14.719999999999946,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4291,,,0.1108920174148056,patch_004291,"{""type"":""Point"",""coordinates"":[89.30000000000081,6.979999999999996]}",89.30000000000081,6.979999999999996,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
926,,,0.1235689530034542,patch_020926,"{""type"":""Point"",""coordinates"":[83.7200000000006,9.019999999999985]}",83.7200000000006,9.019999999999985,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
3660,,,0.1129965964473416,patch_073660,"{""type"":""Point"",""coordinates"":[89.1200000000008,15.439999999999939]}",89.1200000000008,15.439999999999939,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2837,,,0.1541643733428462,patch_012837,"{""type"":""Point"",""coordinates"":[70.7000000000001,8.05999999999999]}",70.7000000000001,8.05999999999999,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1327,0.0,0.0,0.0717486325589803,patch_036327,"{""type"":""Point"",""coordinates"":[92.66000000000093,10.87999999999997]}",92.66000000000093,10.87999999999997,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4991,,,0.1200674134608863,patch_064991,"{""type"":""Point"",""coordinates"":[70.8200000000001,14.419999999999952]}",70.8200000000001,14.419999999999952,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1539,,,0.120814209881499,patch_016539,"{""type"":""Point"",""coordinates"":[86.18000000000069,8.479999999999984]}",86.18000000000069,8.479999999999984,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
235,,,0.1180336432274872,patch_065235,"{""type"":""Point"",""coordinates"":[85.46000000000066,14.419999999999952]}",85.46000000000066,14.419999999999952,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
4983,,,0.0768935539801843,patch_029983,"{""type"":""Point"",""coordinates"":[95.78000000000105,10.099999999999975]}",95.78000000000105,10.099999999999975,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1340,,,0.1285804563749375,patch_076340,"{""type"":""Point"",""coordinates"":[72.80000000000018,15.799999999999937]}",72.80000000000018,15.799999999999937,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
754,,,0.1201871064317973,patch_095754,"{""type"":""Point"",""coordinates"":[86.3600000000007,18.139999999999922]}",86.3600000000007,18.139999999999922,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1488,,,0.1239310395633887,patch_116488,"{""type"":""Point"",""coordinates"":[90.56000000000085,20.659999999999904]}",90.56000000000085,20.659999999999904,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
1355,,,0.0765348932535121,patch_031355,"{""type"":""Point"",""coordinates"":[89.54000000000082,10.279999999999974]}",89.54000000000082,10.279999999999974,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
2004,,,0.1402446932247983,patch_062004,"{""type"":""Point"",""coordinates"":[68.72000000000003,14.059999999999949]}",68.72000000000003,14.059999999999949,0.0,,,,confirmed_negative,Q1,confirmed_negative_Q1
